item_id,case_id,row,field,candidate,gd_value,gd_status,claude_status,claude_quote,claude_reason,claude_agrees,gpt_status,gpt_quote,gpt_reason,gpt_agrees
J3-077,v6-B2-13,1,voltage_window,3.0–4.5 V,3.0–4.5 V,INFERRED,INFERRED,"""Galvanostatic charge–discharge tests were conducted at 25°C within a potential range of 3.0–4.5 V (vs. Li/Li+)""",covers all tests,yes,INFERRED,Galvanostatic charge–discharge tests were conducted at 25°C within a potential range of 3.0–4.5 V,This test condition applies to the Px-NCM811 electrochemical measurements.,yes
J3-078,v6-B2-13,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""evaluated using half-cells assembled with Li metal serving as both the counter and reference electrodes""",covers all cells,yes,STATED,using half-cells assembled with Li metal serving as both the counter and reference electrodes,The rate-capability measurements use Li-metal half-cells.,yes
J3-079,v6-B2-13,1,temperature,25 °C,25 °C,INFERRED,INFERRED,"""All electrochemical measurements were performed at 25°C""",covers all tests,yes,STATED,All electrochemical measurements were performed at 25°C.,The statement applies to the rate-capability measurement.,yes
J3-080,v6-B2-13,1,electrolyte,1.0 M LiPF6 in EC/EMC,1.0 M LiPF6 in EC/EMC,INFERRED,INFERRED,"""The electrolyte consisted of 1.0 M LiPF6 dissolved in a mixed solvent of ethylene carbonate (EC) and ethyl methyl carbonate (EMC) in a 3:7 volume ratio""",methods for all cells,yes,STATED,The electrolyte consisted of 1.0 M LiPF6 dissolved in a mixed solvent of ethylene carbonate (EC) and ethyl methyl carbonate (EMC) in a 3:7 volume ratio.,The electrolyte is explicitly specified for the electrochemical cells.,yes
J3-081,v6-B3-11,1,capacity,114.5 (lower end of a range),114.5 (lower end of a range),STATED,STATED,"""the cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1 (1.71–2.52 mAh cm–2) over a wide temperature range of 25–80 °C""",lower endpoint given,yes,STATED,cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1,114.5 mAh/g is explicitly given as the lower end of the reported range.,yes
J3-082,v6-B3-11,1,material,NCM811,NCM811,STATED,STATED,"""Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode""",cathode named,yes,STATED,"the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode",The measurement explicitly identifies NCM811.,yes
J3-083,v6-B3-11,1,modification,none,none,STATED,NOT_REPORTED,,paper never states NCM811 is unmodified,no,INFERRED,"a composite cathode was prepared by mechanically mixing NCM811, vapor-grown carbon fiber, and LPSC at 77:3:20 wt%",No coating or dopant to NCM811 is stated.,yes
J3-084,v6-B3-11,1,capacity_type,discharge (reversible),discharge (reversible),STATED,STATED,"""the cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1""",reversible discharge named,yes,STATED,cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1,The reported capacities are explicitly discharge capacities.,yes
J3-085,v6-B3-11,1,cycle,(any cycle number — say whether the paper gives one),not_reported,NOT_REPORTED,NOT_REPORTED,,no cycle number given,yes,NOT_REPORTED,,No cycle index is reported for the temperature-dependent capacity range.,yes
J3-086,v6-B3-11,1,c_rate,0.1C,not_reported,NOT_REPORTED,STATED,"""b Voltage profiles tested at 0.1 C over 25–80 °C (cathode loading: 14.9 mg cm–2)""",Fig. 7b caption,no,NOT_REPORTED,,"The 0.1C rate applies to a separate rate-capability test, not the temperature-range measurement.",yes
J3-087,v6-B3-11,1,voltage_window,2.0–4.3 V,2.0–4.3 V,INFERRED,INFERRED,"""ASSLB full-cells were tested at 60 °C (except for temperature-dependent tests) within a voltage range of 2.0–4.3 V""",window for ASSLB full cells,yes,INFERRED,ASSLB full-cells were tested at 60 °C (except for temperature-dependent tests) within a voltage range of 2.0–4.3 V.,The voltage condition is stated for these ASSLB full-cell measurements.,yes
J3-088,v6-B3-11,1,cell_type,"all-solid-state full cell, Si/a-Sn/CoSi2/G/C anode","all-solid-state full cell, Si/a-Sn/CoSi2/G/C anode",STATED,STATED,"""Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode""","ASSLB full cell, this anode",yes,STATED,"Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode",The cell type and electrodes are directly stated.,yes
J3-089,v6-B3-11,1,temperature,25 °C,not_reported,NOT_REPORTED,INFERRED,"""reversible discharge capacities of 114.5–168.8 mAh g–1 ... over a wide temperature range of 25–80 °C""",range endpoints pair; 114.5 at 25 °C,no,NOT_REPORTED,,"The 25°C endpoint is reported as a range boundary, not assigned to 114.5 mAh/g.",yes
J3-090,v6-B3-11,1,electrolyte,Li6PS5Cl (LPSC) sulfide solid electrolyte,Li6PS5Cl (LPSC) sulfide solid electrolyte,STATED,STATED,"""assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode""",LPSC defined as argyrodite Li6PS5Cl,yes,STATED,"Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode",LPSC is explicitly identified as the solid electrolyte.,yes
J3-091,v6-B3-11,2,capacity,168.8 (upper end of a range),168.8 (upper end of a range),STATED,STATED,"""reversible discharge capacities of 114.5–168.8 mAh g–1 (1.71–2.52 mAh cm–2) over a wide temperature range of 25–80 °C""",upper endpoint given,yes,STATED,cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1,168.8 mAh/g is explicitly given as the upper end of the reported range.,yes
J3-092,v6-B3-11,2,material,NCM811,NCM811,STATED,STATED,"""Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode""",cathode named,yes,STATED,"the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode",The measurement explicitly identifies NCM811.,yes
J3-093,v6-B3-11,2,modification,none,none,STATED,NOT_REPORTED,,paper never states NCM811 is unmodified,no,INFERRED,"a composite cathode was prepared by mechanically mixing NCM811, vapor-grown carbon fiber, and LPSC at 77:3:20 wt%",No coating or dopant to NCM811 is stated.,yes
J3-094,v6-B3-11,2,capacity_type,discharge (reversible),discharge (reversible),STATED,STATED,"""the cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1""",reversible discharge named,yes,STATED,cells delivered reversible discharge capacities of 114.5–168.8 mAh g–1,The reported capacities are explicitly discharge capacities.,yes
J3-095,v6-B3-11,2,cycle,(any cycle number — say whether the paper gives one),not_reported,NOT_REPORTED,NOT_REPORTED,,no cycle number given,yes,NOT_REPORTED,,No cycle index is reported for the temperature-dependent capacity range.,yes
J3-096,v6-B3-11,2,c_rate,0.1C,not_reported,NOT_REPORTED,STATED,"""b Voltage profiles tested at 0.1 C over 25–80 °C (cathode loading: 14.9 mg cm–2)""",Fig. 7b caption,no,NOT_REPORTED,,The 0.1C rate belongs to a separate rate-capability measurement.,yes
J3-097,v6-B3-11,2,voltage_window,2.0–4.3 V,2.0–4.3 V,INFERRED,INFERRED,"""ASSLB full-cells were tested at 60 °C (except for temperature-dependent tests) within a voltage range of 2.0–4.3 V""",window for ASSLB full cells,yes,INFERRED,ASSLB full-cells were tested at 60 °C (except for temperature-dependent tests) within a voltage range of 2.0–4.3 V.,The voltage condition is stated for these ASSLB full-cell measurements.,yes
J3-098,v6-B3-11,2,cell_type,"all-solid-state full cell, Si/a-Sn/CoSi2/G/C anode","all-solid-state full cell, Si/a-Sn/CoSi2/G/C anode",STATED,STATED,"""Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode""","ASSLB full cell, this anode",yes,STATED,"Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode",The cell type and negative electrode are directly stated.,yes
J3-099,v6-B3-11,2,temperature,80 °C,not_reported,NOT_REPORTED,INFERRED,"""reversible discharge capacities of 114.5–168.8 mAh g–1 ... over a wide temperature range of 25–80 °C""",range endpoints pair; 168.8 at 80 °C,no,NOT_REPORTED,,The paper reports 25–80°C collectively without assigning 80°C specifically to 168.8 mAh/g.,yes
J3-100,v6-B3-11,2,electrolyte,Li6PS5Cl (LPSC) sulfide solid electrolyte,Li6PS5Cl (LPSC) sulfide solid electrolyte,STATED,STATED,"""assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode""",LPSC defined as argyrodite Li6PS5Cl,yes,STATED,"Sulfide-based ASSLB full-cells were assembled using the Si/a-Sn/CoSi2/G/C anode, LPSC SE, and an NCM811 composite cathode",LPSC is explicitly identified as the solid electrolyte.,yes
J3-101,v6-B4-06,1,capacity,190,190,STATED,STATED,"""The rate capability of NCM811 cathode in our electrolyte exhibits high capacities of 190 and 163 mAh g−1 at 1C and 2C, respectively""",value in own sentence,yes,STATED,The rate capability of NCM811 cathode in our electrolyte exhibits high capacities of 190 and 163 mAh g−1 at 1C and 2C,The sentence directly gives 190 mAh/g at 1C.,yes
J3-102,v6-B4-06,1,material,NCM811,NCM811,STATED,STATED,"""The rate capability of NCM811 cathode in our electrolyte exhibits high capacities of 190 and 163 mAh g−1""",cathode named,yes,STATED,The rate capability of NCM811 cathode in our electrolyte exhibits high capacities of 190 and 163 mAh g−1,NCM811 is explicitly identified.,yes
J3-103,v6-B4-06,1,modification,(any value — say whether the paper establishes one),not_reported,NOT_REPORTED,NOT_REPORTED,,"no coating, dopant or additive reported for NCM811",yes,NOT_REPORTED,,The NCM811 cathode modification is not specified; electrolyte composition is reported separately.,yes
J3-104,v6-B4-06,1,capacity_type,discharge,not_reported,NOT_REPORTED,NOT_REPORTED,,"sentence says ""capacities"", not charge or discharge",yes,NOT_REPORTED,,"The sentence calls them capacities, without identifying 190 mAh/g specifically as discharge capacity.",yes
J3-105,v6-B4-06,1,cycle,1,not_reported,NOT_REPORTED,NOT_REPORTED,,rate test; no cycle number given,yes,NOT_REPORTED,,No cycle index is stated for the 1C rate-capability value.,yes
J3-106,v6-B4-06,1,c_rate,1C,1C,STATED,STATED,"""high capacities of 190 and 163 mAh g−1 at 1C and 2C, respectively""",1C pairs with 190,yes,STATED,"high capacities of 190 and 163 mAh g−1 at 1C and 2C, respectively",The 190 mAh/g value is directly paired with 1C.,yes
J3-107,v6-B4-06,1,voltage_window,3.0–4.6 V,3.0–4.6 V,INFERRED,INFERRED,"""The Li",NCM811 cells,yes,INFERRED,The Li,The reported NCM811 coin-cell electrochemical testing uses the 3–4.6V window.,yes
J3-108,v6-B4-06,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""Coin cells were assembled using Li metal foils ... as the metal electrode and a NCM811 ... positive electrode""",methods for these cells,yes,STATED,Coin cells were assembled using Li metal foils as the metal electrode and a NCM811 positive electrode,The coin-cell configuration explicitly uses Li metal.,yes
J3-109,v6-B4-06,1,temperature,25 °C,25 °C,INFERRED,INFERRED,"""The rate, GITT, and cycling tests for coin cells and pouch cells were carried out on a Land instrument in the oven at 25 °C""",explicitly covers rate tests,yes,STATED,"the rate, GITT, and cycling tests for coin cells and pouch cells were carried out on a Land instrument in the oven at 25 °C",This condition applies to the rate-capability test.,yes
J3-110,v6-B4-06,1,electrolyte,1 M LiBF4 + 1 M LiDFOB in tFEP/FEC,1 M LiBF4 + 1 M LiDFOB in tFEP/FEC,STATED,INFERRED,"""the SEI in 1 M LiBF4 + 1 M LiDFOB tFEP/FEC electrolyte is mainly composed of inorganic components""","""our electrolyte"" is this one",yes,STATED,1 M LiBF4 + 1 M LiDFOB in tFEP/FEC,The paper explicitly identifies its electrolyte composition.,yes
J3-111,v6-B3-07,1,capacity,160,160,STATED,STATED,"""contributing to excellent reversible discharge specific capacity retention (160 mAh g-1 after 200 cycles at 1 C rate)""",value in own sentence,yes,STATED,reversible discharge specific capacity retention (160 mAh g-1 after 200 cycles at 1 C rate),The sentence directly gives 160 mAh/g.,yes
J3-112,v6-B3-07,1,material,NCM811 (HR-NCM),NCM811 (HR-NCM),STATED,STATED,"""the NCM811 material with a higher primary particle length/width ratio maintained considerable Li+ insertion/extraction reversibility""","NCM811, high-ratio sample",yes,STATED,the NCM811 material with a higher primary particle length/width ratio,The measurement is explicitly assigned to the NCM811 material with this morphology.,yes
J3-113,v6-B3-07,1,modification,high primary-particle length/width ratio,high primary-particle length/width ratio,STATED,STATED,"""the NCM811 material with a higher primary particle length/width ratio ... contributing to excellent reversible discharge specific capacity retention (160 mAh g-1 after 200 cycles""",high ratio named,yes,STATED,cathode materials with a higher primary particle length/width ratio exhibited superior capacity retention,The paper explicitly identifies the high length/width ratio as the modification.,yes
J3-114,v6-B3-07,1,capacity_type,discharge (reversible),discharge (reversible),STATED,STATED,"""excellent reversible discharge specific capacity retention (160 mAh g-1 after 200 cycles at 1 C rate)""",reversible discharge named,yes,STATED,reversible discharge specific capacity retention (160 mAh g-1 after 200 cycles at 1 C rate),The capacity is explicitly identified as reversible discharge capacity.,yes
J3-115,v6-B3-07,1,cycle,200,200,STATED,STATED,"""(160 mAh g-1 after 200 cycles at 1 C rate)""",cycle 200,yes,STATED,160 mAh g-1 after 200 cycles at 1 C rate,The cycle position is explicitly 200.,yes
J3-116,v6-B3-07,1,c_rate,1C,1C,STATED,STATED,"""(160 mAh g-1 after 200 cycles at 1 C rate)""",rate in own sentence,yes,STATED,160 mAh g-1 after 200 cycles at 1 C rate,The C-rate is explicitly 1C.,yes
J3-117,v6-B3-07,1,voltage_window,2.7–4.3 V,2.7–4.3 V,STATED,STATED,"""Figure 2B illustrates the cycling stability of two cathodes at 1 C in the voltage range of 2.7-4.3 V""",window for this 1 C cycling,yes,INFERRED,using battery-test equipment (Neware) between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C,The methods conditions apply to the reported cycling measurement.,yes
J3-118,v6-B3-07,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""evaluated in CR2032-type half cells constructed using lithium metal as the anode""",methods for these cells,yes,STATED,lithium metal cells were constructed using CR-2032 coin cells,Lithium metal is explicitly the negative/counter electrode.,yes
J3-119,v6-B3-07,1,temperature,25 °C,25 °C,INFERRED,INFERRED,"""using battery-test equipment (Neware) between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C""",methods for cycling tests,yes,INFERRED,between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C,The methods explicitly assign the cycling temperature as 25°C.,yes
J3-120,v6-B3-07,1,electrolyte,1 M LiPF6 in EC/DEC/DMC (1:1:1 vol) + 5 wt% FEC,1 M LiPF6 in EC/DEC/DMC (1:1:1 vol) + 5 wt% FEC,INFERRED,INFERRED,"""The electrolyte used was 1 M LiPF6 in EC/DEC/DMC (1:1:1 Vol%) with 5 wt% FEC as an additive""",methods for all cells,yes,STATED,1 M LiPF6 in EC/DEC/DMC (1:1:1 Vol%) with 5 wt% FEC as an additive,The electrolyte formulation is explicitly stated.,yes
J3-121,v6-B2-08,1,capacity,167.6,167.6,STATED,STATED,"""NCMSe exhibited excellent rate capability, achieving a high discharge specific capacity of 167.6 mAh g−1 at 10 C""",value in own sentence,yes,STATED,"NCMSe exhibited excellent rate capability, achieving a high discharge specific capacity of 167.6 mAh g−1 at 10 C",The sentence directly gives 167.6 mAh/g.,yes
J3-122,v6-B2-08,1,material,NCM811 (NCMSe),NCM811 (NCMSe),STATED,INFERRED,"""to synthesize the Se-modified NCM811 sample, denoted as NCMSe (3 wt%)""",NCMSe defined as NCM811 based,yes,STATED,NCMSe exhibited excellent rate capability,"The sample is explicitly NCMSe, the selenium-modified NCM811.",yes
J3-123,v6-B2-08,1,modification,selenium modification,selenium modification,STATED,INFERRED,"""to synthesize the Se-modified NCM811 sample, denoted as NCMSe (3 wt%)""",Se modification defines this sample,yes,STATED,Selenium modification improves cationic redox efficiency and alleviates Oα− outward migration,Selenium modification is explicitly identified.,yes
J3-124,v6-B2-08,1,capacity_type,discharge,discharge,STATED,STATED,"""achieving a high discharge specific capacity of 167.6 mAh g−1 at 10 C""",discharge named,yes,STATED,achieving a high discharge specific capacity of 167.6 mAh g−1 at 10 C,The capacity is explicitly discharge capacity.,yes
J3-125,v6-B2-08,1,cycle,1,not_reported,NOT_REPORTED,NOT_REPORTED,,rate test; no cycle index given,yes,NOT_REPORTED,,The rate-capability result at 10C has no stated cycle index.,yes
